nomenclature,code
other treatment needed for trauma (occ),9999
triage assessment,9999
try-in,598
tryin of framework,598
tissue conditioner,9999
tunnel restoration[1411 - tunnel restoration mo or do],9999
impressions for tooth whitening,1128
tooth whitening home,1114
tooth whitening trays fit,1115
tooth whitening refills,9999
tooth whitening refills kit,9999
tooth whitening - in surgery,1113
ue [lr8],9986
top/bottom chrome dentures initial imp,701
unfitted bridge,920
veneers,438
fissure sealent preventative,301
to review tooth in 6 months,9999
- [ul8],9986
fractured tooth,9984
# [ul8],9986
hairline fracture,9986
charity donation,9999
appointment conversion,9999
late cancellation fee,9990
hyg. hyg. perio - hygienist visit,231
general note,9990
hygiene note,9990
tooth specific note,9995
arrested decay,9989
apicetomy,607
bridges - existing,920
existing bridges,920
gold bridge,920
bridge retainer gold,905
maryland bridge,910
existing maryland bridge,910
maryland wing,911
existing maryland wing,911
bonded non precious metal bridge,920
porcelain bridge,920
porc bonded bridge,920
existing porcelain bonded bridge,920
pontic - porc bonded bridge,908
abutment - porc bonded bridge,9950
bonded precious metal bridge,920
[br_p - bridge pontic] bridge pontic unknown material,908
bridge pontic vmk,906
[br_r - bridge retainer] bridge retainer unknown material,923
bridge retainer vmk,907
.BZ,9999
existing crowns,415
crowns - existing,415
bonded non precious metal crown,415
bonded precious metal crown,420
full gold crown,419
existing full gold crown,419
metal crown,420
core,433
porcelain crown,416
existing porcelain bonded crown,417
[cr_p - crown - porcelain] porcelain jacket crown,416
existing porcelain jacket crown,416
precious metal crown,419
existing post,449
[precious metal] precious metal crown,420
crown unknown material[cr_b],415
carious tooth,9976
.CZ,9999
existing dentures,726
dentures -existing,726
acrylic denture,726
existing acrylic denture,726
chrome denture,726
existing chrome denture,726
denture unknown material[2735 - partial lower denture],707
.DZ,9999
existing fillings,399
fillings - existing,399
existing amalgam filling,400
composite filling,401
existing composite filling,401
glass ionomer,403
existing fissure sealant,301
gold filling,399
existing pinned retention,434
filling (temp/unknown material)[6001 - filling deciduous teeth treatment],399
.FZ,9999
hemisection,9999
implant - existing,801
impacted tooth,610
.IMPZ,801
inlays & veneers - existing,438
existing inlays & veneers,438
existing composite inlay,410
composite inlay,410
existing gold inlay,408
existing implant,801
porcelain inlay,409
existing porcelain inlay,409
veneer,438
existing veneer,435
.IVZ,9999
mobility present,9986
mobility,9986
over erupted,9986
perio chip,216
root treatment,500
rct  - existing,503
existing root canal treatment,503
reset tooth,9978
root present,9986
rotated clockwise,9986
rotated anti-clockwise,9986
root anchor,9999
.RZ,9999
miscellaneous,9999
micellaneous,9999
/ [ul4],9986
question,9999
medications & kits,9999
amoxycillin 500mg,1103
amoxycillin 3g sachet box x2,1103
erythromycin 250mg x28 tabs,1103
metronidazole 400mg,1103
drifted right,9981
drifted left,9982
closed gap,9983
second implant consultation,800
amalgam filling,400
amalgam filling (other's care),400
antibiotics,1102
antibiotic prescription,1102
incising an abscess (occ),9999
incising an abscess!,9999
account two administration fee,9999
account three administration fee,9999
account for outstanding treatment,9999
acid etch composite splint (per union),1126
acid etch composite splint (occ),1126
treat acute mucosa infection,111
acrylic addition to denture,712
ada impressions,1128
ada head splint,1126
addition of clasp to a denture,724
addition of clasp to a denture (occ),724
add [ul3],712
addition of tooth to a denture[2863 - addition of tooth (upper)],712
addition of tooth to a denture,712
addition of tooth to a denture (occ),712
deciduous tooth filling,399
deciduous tooth filling (other's care),399
addition of gold teeth to denture,713
adjustment,714
adjustment to denture (occ),714
adjustment to metal denture,714
adjustment to metal denture (occ),714
other adjustments to dentures,714
other adjustments to dentures (occ),714
occlusal adjustment to teeth,9986
additional lab cost,9999
appliance fit,598
la given,9999
anti snoring device imps/bite,1128
fit anti snoring device,9999
apicectomy anterior,9999
apici [ur2],9986
apicm [ul6],9986
apico [ll6],9986
apicp [ur5],9986
other appliances,9999
arrange appointment for checkup,9999
assessment,104
assessment and advice,104
attach implants to denture,809
note,9990
b [lr7],920
bridge related services,9990
bridge preparation & impression(s),900
maryland bridge prep & impression,900
bridge try in,901
backl [ur3],9986
large fill,399
BASICS EMERG,126
exam,100
with 2 xrays,102
surical extraction,601
BASICS EXTR,100
small x-ray,105
metal,9986
front,500
porcelain bonded to prec metal fit,926
porcelain bonded to precious metal fit,926
bc [lr4],418
bck [ur1],418
extraction,600
empress bridge fit,926
nhs bridge fit,926
bg [lr4],419
bone graft autogenous block,9999
bio oss bone regeneration,9999
graft material,9999
irradiated cancellous bone,9999
sinus grafting with lateral window,839
sinus graft at implant placement,9999
immediate tooth socket grafting,9986
bi [ur1],9986
inceram bridge fit,926
BIND EX,9999
sp with simon,200
1 xray simon,105
bite raising appliance,9999
labmade provisional bridge fit,926
lava bridge,920
bleaching kit upper/lower,1113
bleaching tray/s,1115
bleaching kit /fit of trays,1115
bell glass porcelain winged bridge,920
bleach only,9999
maryland pontic fit,910
maryland wing fit,911
bnc [ul4],418
bonded full or jacket crown non-precious,418
bonded full or jacket crown - platinum,418
bonded full or jacket crown - precious,415
bonded crown precious,418
bonded crown non-precious,415
bone grafting,210
boc [lr6],418
boi [ul5],9986
bonded crown,418
extraction involving bone removal,601
bone regeneration with emdigain,9999
bone regeneration,9999
botox,3034
wrinkle treatment: 1 area,3006
wrinkle treatment :3 areas,3008
wrinkle treatment: 2 areas,3007
bridge preparation & impressions,900
porcelain bonded bridge fit,926
bpc [ur1],418
basic periodontal examination,201
porcelain bonded to gold bridge fit,926
procera bridge,920
temporary bridge preparation,900
temporary bridge fit,926
recement bridge,913
bridge (any other type),920
bridge per unit (preparation),920
bridge per unit (fit),926
fit of bridgework,926
bridge impressions now healing comp,900
temporary bridge per unit (preparation),924
temporary bridge per unit (fit),926
bw [ul8],105
composite filling[comp - composite restoration],401
composit filling,401
composite (other's care),401
crown related services,9999
core build up,446
core build up (no guarantee: ad: crown),446
crown preparation and impression(s),414
"post, crown prep & impression(s)",414
post fit,449
restoration cusp tip premolar/1st molar,9995
captek crown fit,427
established caries present,9976
ceka attachments,9999
emax crown,423
emax onlay,410
empress crown fit,427
cosmetic all porcelain crown (prep),414
cosmetic all porcelain crown (fit),427
ceramic crown,415
ceramic crown fit,427
composit facings,401
full gold crown fit,427
full gold crown (preparation),419
full gold crown (fit),427
nhs crown fit,427
zolid crown metal free,415
child examination 10 minutes,124
5minute child examination,124
top/bottom chrome 1st imps,700
chronic perio (visit 1 of 3),201
chronic perio (visit 2 of 3),201
chronic perio (visit 3 of 3),201
2 month review,103
2 incisal angles (other's care),9999
1 incisal angle,9999
inceram crown fit,427
cerinate bridge,920
incisal edge,401
cast jacket crown nonprecious not fitted,415
cast jacket crown precious not fitted,415
clasp addition,724
claspl [lr3],724
claspu [ul5],724
clasp repair,715
repair/replace clasp in denture,715
repair/replace clasp in denture (occ),715
temporary crown fit,421
composit lattice bridge-reinforced wings,911
consultation,100
core/post prefabricated,433
cosmetic reshaping,9986
covid safety tariff 1,9999
covid safety tariff 3,9999
covid telephone triage,9999
core build up (included with crown),450
porcelain bonded crown fit,427
cpd [lr3],427
cpdsex [ul5],427
coping,9999
porcelain jacket crown fit,427
post,433
composit splinting,1126
recement crown,422
fissure sealant glass ionomer,405
fissure sealant gi then cr,406
fissure sealant(s),301
fit previously unfitted bridge,926
inlay fit,451
fit retainer,9999
fixcr [ul2],422
fixin [ul1],411
flapl [lr6],9986
flouride application - hygienist,300
flapu [ul1],9986
full clearance,9999
flouride treatment,300
trays for applying flouride direct,9999
fit of flouride trays,9999
topical fluoride (visits 1 0f 3),300
topical fluoride,300
topical fluoride (visit 2 of 3),300
topical fluoride (visit 3 of 3),300
full upper chrome,708
fnc [ll6],9986
fpc [lr6],9986
pinned retention,434
strengthening pin,446
floss (premium),9999
frac [ur6],9984
fraenectomy,9999
fs [ll6],301
fso [ll7],301
floss (satin),9999
broken appointment fee,9999
FTA,9972
temporary filling,402
full denture,726
full denture (occ),726
full metal denture,710
full upper acylic denture initial imp,700
[iono - ionomer restoration] glass ionomer filling,403
glass ionomer filling,403
glass ionomer filling (other's care),403
gingivectomy,9999
gingl [ll7],9986
gingivectomy on lower jaw,9999
gingu [ur5],9986
gingivectomy on upper jaw,9999
gold inlay single surface,408
gold inlay compound cavity,408
gold inlay confluent compound cavity,408
gold inlay compound cavity incisal angle,408
gold inlay,408
gold inlay fit,408
gi to prevent extraction (other's care),403
porc. bonded to yellow gold bridge fit,926
child examination 5,124
additional appointment,9999
fissure sealant(s) as planned,301
3511 reopn ur1,9999
cfast upper or lower alone,1028
partial denture - acrylic,707
invisalign retainer,1005
full/full (special) acrylic denture,706
2744 psk/ ll5,726
treatment options,9999
1742 temjc ur1,421
1861 rcma ur1,913
multiple partial acrylic dentures,707
periodontal review & treatment,214
5104 remfp ur1,445
3232 supv ur1,9999
3283 newap ur1,1032
5822 ae lr2,9986
6332 incpe ll6,507
1735 face ul5,410
1723 bpc ur2,418
5521 +imp ur1,1128
6522 fpmc lr7,415
3601 biop,9999
2811 rep/,715
"""cbct scan analysis and xrays""",108
*retardex offer,9999
[ll3] any other treatment (nnb),9986
[ll7] colour photographs (nns),109
[lr1] partial denture (4nd1),707
[lr5] panoral radiograph (nnd),107
[lr6] extractions (3ns),600
[ule] extractions (3ns1),600
[ur1] composite fillings (3nd),401
[ur1] p7354 (3),9999
1442,301
1ND,9999
3 pack 22% bleach,9999
30 min hygienist appointment,203
3NB,9986
3ND0,9986
3ND1,9986
3ND2,9986
3YD,9986
3YD1,9986
3YD2,9986
3YS,9986
3YS1,9986
addition,9999
add-ocl,9999
adhesive bridge,920
adjust edge of tooth,9986
adult ortho,1000
airflow,226
aligner,9999
aligners upper and lower,9999
amoxycillin 250mg (prescription only),9999
and modification visits,9999
assessment with resmed sleep study,9999
bioss,9999
bleach,9999
bleach 10 %,9999
bleach 15%,9999
bleach 16%,9999
bleach 6%,9999
bleaching tray,1115
bleaching trays,9999
bleaching upper and lower,1113
botox 2 areas,3007
botox 3 areas,3008
botox forehead frown lines,3034
botox frown lines,3034
botox/filler consultation,9999
bottle brushes,9999
BR,9999
braun 3d excel solo,9999
braun twin heads,9999
bridge pontic,922
dental implant with crown,801
dentanurse kit,9999
dentocare interdental brushes 8135,9999
dentonurse kit,9999
denture 1st imps,700
denture retention lower overdenture,9999
denture valplast,721
dentures acrylic,726
deposit for missed appointments,9999
desensitising mousse,9999
divide root/crown of impacted 3rds,9986
dm-try!  lr5,598
domiciliary visit < 10 miles,1132
domiciliary visit 10 to 40 miles,1132
dpt,107
dual arch splint,1126
duplicate study model set,110
EASE,725
emax crown fit,427
emergency appt,126
emergency appt denplan,126
endontics on retained deciduous tooth,507
essix appliance temp tooth for implants,9986
EXAMINATIONS,100
EZ,9999
f/f acrylic dentures,706
filler,3034
filler extra syringe 0.5ml,3034
fit f/f acrylic dentures,706
fit full / full acrylic denture,706
fit previously unfitted veneer,437
fit whitening trays,1115
fixed ortho retainer,1010
flexable denture (lower),721
flexable denture (upper),721
flexable denture upper + lower,721
forehead & frown lines,3034
frown lines,3034
full acrylic denture,726
full mouth disinfectant,9999
full mouth disinfection,9999
full/lower partial dentures,707
fullcase assesment,9999
fullmouth disinfection,9999
gingival height change ur542.ul2,9999
glide floss plain,9999
glide flossette's 20,9999
gold inlay/pinlay retainer,408
gold jacket crown retainer,419
green tepe,9999
gumsheild,1107
height change,9999
hyg 40mins,204
hygiene 30 mins,203
hygienist,231
hygienist 20 denplan,202
hygienist 20min,202
hygienist air flow,231
immediate bridge,920
immediate denture,726
immediate denture (temporary),726
IMP,800
implant  bioss,814
implant abutment,805
implant ct scan,108
implant locator denture,803
implant transfer imps,850
IMPLANTSCREW,805
IMPS-BLEACHING,9999
incomplete root canal,9986
indicator 30 t/brush,9999
indicator 35 t/brush,9999
ingrid anterior rct,500
ingrid premolar rct,501
ingrid rct molar,500
ingrid rerct anterior,504
ingrid rerct molar,500
ingrid rerct premolar,501
inlay,410
inman expander,9999
INS,9999
intenal bleaching,1113
INV I7,1005
invis imps for clincheck,1005
invisalign,1005
invisalign clincheck,1005
invisalign ins,1005
invisalign lite,1006
invisilign consultation,1005
invoice correction,9999
ivoclar denture,726
jack's exam new patient,102
lab constructed acrylic occlusal appliance,9999
lift,840
lip augmentation,9999
locator abutments & fixings,853
locator attachments,853
lower bleaching,1113
LZ,9999
maryland bridge preparation & impression,900
metalic crown support,9986
mock up of study models,110
mouthguard,1107
nasio labial lines,9999
nayaar core and re-build of tooth,9986
nhs telephone triage,9999
NNB1,9999
NND1,9999
NYD1,9999
NYS2,9999
oasis dental plan examination,100
oasis dental plan hygienist appointment,231
oasis dental plan new patient exam,102
oasis dental plan new patient hygiene appointment,231
occlusal splint,1126
ofixm  lower,9999
oral b cross action t/brush,9999
oral b satin floss,9999
oral b sonic complete,9999
oral-b flossette 10's,9999
oral-b interspacial,9999
oral-b superfloss,9999
ortho cfast,1028
other,9999
other endontic treatment > 1 visit,507
overdenture preparation,9986
panoral opg,107
partial chrome denture,711
partial flexible denture 1-5 teeth,721
pbc bridge fit,926
perio ghip,216
peroxyl mouthrinse,9999
post crown preparation & impression(s),414
precious jacket crown retainer,420
precision attachments,915
precision attatchment,915
pre-operative scaling,200
prescription only,1103
preservation technique xla,814
private perio treatment with dentist,201
private with dentist,228
PROB,9999
procera,416
procera crown,416
procera implant bridge,817
prototype crown,415
provisional bridge,920
provisional denture,726
provisionals and modification,9999
pulp & dress to seal cavities,9986
purple tepe,9999
quick straight teeth,9999
R/V,9999
RAD PRIV,105
radiographic stent,9999
radiographic stent and 3d planning,9999
re cement veneer,436
reach flossing ribbon,9999
recement venner,436
REG,9999
registration fee,9999
relining denture with flange (occ),716
remidial implant smoothing and cleaning,814
removal of coronal portion,9986
removal of fixed wire retainers,9999
remove fixed attachment,9999
repair,9999
repair of inlay,411
rerct,504
resin denture tried in wax,703
retardex,9999
retardex mouthrinse 500ml,9999
RETRY,598
root files,9986
root filling back,9977
root filling front,9977
S&P ADDITION,200
sad lines ( lips down turned at corner),3034
search 3.5 t/brush,9999
sectioning of bridge,9999
secure fixative,9999
sedation for fees up to  10.00,9999
sensitivity,9999
sensodyne gentle mouthrinse,9999
sensodyne interspacial,9999
separation,9999
silensor,9999
simple xrays,105
single lip,3034
six month smiles,1008
six month smiles consultation,1008
sleeping device,1106
smile design,9999
smokers lines ( upper lip),3034
SMOOTH SURFACE,1116
smooth tooth,1116
smooth ur1ul1and contour,1116
socket preservation,9986
socket preservation and augmentation,9986
socket preservation technique,9986
soft night guard,1106
soft nightguard,1106
somnodent,9999
somnowell,9999
somnowell free consult,9999
somnowell imps,1128
somnowell ins,9999
sonicare airfloss,9999
sonicare elite single head,9999
sonicare elite unit,9999
splint (any other type),1126
sports gumshield,1107
stages 1 t/brush,9999
stages 2 t/brush,9999
stages 3 t/brush,9999
stages 4 t/brush,9999
stainless steel bar,9986
stent,820
stone and smooth,1116
stone and smoothing tooth,1116
hygienist from hygienist request,231
caries present,9976
abrasion,227
referral to hygienist,9999
urgent treatment consultation,104
urgent treatment prescription,1103
fluoride single visit,300
urgent treatment radiographs,105
urgent filling emergency,401
free annual hygienist appointment,231
bitewings,105
porcelain bonded pontic,906
abutment/retainer,9950
urgent treatment temp dressing,207
simple extraction i tooth,600
10% discount,9999
urgent extraction emergency,600
general clinical note,9990
crown preps & imps appt,414
nhs equivalent band 1,9999
oral health education,9999
extended examination/inc.radiographs/opg,100
urgent treatment rec/repair crown,422
standard private emergency fee,9999
failed to attend charge,9972
urgent treatment stone/smooth tooth,1116
urgent treatment acute infection,111
primary denture imps appt,700
denture try-in appt,703
fixed appliances,9999
nhs equivalent band 2,9999
urgent adjustment to denture,714
urgent sensitive cementum,9999
tooth addition,712
bps/cr/co  denture p/- or -/p-,711
set of files for rct,9999
secondary denture imps appt,701
tooth specific clinical note,9995
root canal filling molar,9977
initial rct molar,500
stone & smooth filling,1116
urgent treatment root canal treatment,500
urgent treatment infected socket,609
initial rct premolars,501
2800 duraphat toothpaste,9999
20 mins surgical extraction,601
nhs equivalent emergency,104
root canal filling premolar,9977
imps for tooth whitening,1128
bridge retainer prep per retainer,900
initial rct incisor & canine,502
crown retainer [ul3],415
mouthguard (clear),1107
urgent treatment rec/repair bridge,916
implants    poa,801
single implant,801
flexi tight denture,721
veneer preps & imps appt,439
root canal filling incisor & canine,9977
pin retention [ll6],434
bridge pontic prep per pontic,922
occlussal splint,1126
impressions for implant assessment,1128
post crown preps & imps appt,414
carbamide peroxide,9999
oraqix cartridges each cartridge,9999
bridge preps & imps appt,900
simple extraction 2 teeth,600
urgent treatment repair denture,715
implant surgery 5% discount for full pay,801
pinned retention (inc. in filling price),434
additional session,503
additional hygienist appointment,231
30 mins surgical extraction,601
urgent treatment recem/repair  inlay,411
bridge and pontic fit,926
upper/lower partial dentures,707
bone augmentation per site,9999
topical fluoride application,300
resin bonded crown,417
denture re-try appt,703
recem bridge,916
implant impressions for crown,850
prices include 10% discount,9999
cfast one arch,1028
inlay preps & imps appt,407
cfast two arch,1029
simple extraction 3 teeth,600
filling stone & smooth,1116
full / full bps denture fit,703
maryland bridge prep full price,900
40 mins surgical extraction,601
empress crown prep & imps,414
urgent treatment recem veneer,436
5000 duraphat toothpaste,9999
per implant,801
mouthguard (coloured) poa,1107
60 mins surgical extraction,601
simple extraction 5+,600
topical fluoride (visit 1),300
homeopathic consultation,9999
implant letter,9999
emergency appointment charge,9999
small flexi denture,721
composite inlay/onlay,410
upper & lower p/p bps,707
air polishing with prophy mate,227
domicillary call out fee,1132
nhs equivalent band 3,9999
urgent treatment removal sutures/plugs,602
S,9999
flouride varnish application,300
supernumerary tooth,9986
carbamide peroxide staff price,9999
pa or panoral x-ray,107
oral b vitality,9999
implant exposure,851
oral b pulsar staff price,9999
simple extraction 4 teeth,600
domicilary visit call out,1132
porcelain inlay prep & imps app,409
urgent incising an abscess,9999
tooth bleaching per box,9999
retrograde root filling [ur1],9977
urgent treatment  external trauma,126
oral b vitality staff price,9999
urgent treatment arrest of ab. bleeding,9999
emergency call out private,126
oral b brights blue & pink staff price,9999
additional teeth,712
air polishing by dentist,240
empress retainer prep,900
0,9999
fit denture,703
tooth whitening one arch impressions,1128
implant bridge pontic,848
oral b indicator,9999
MGUARDS,1107
periochip per application,216
1st imps for denture,700
urgent treatment panoral,107
impression surgery,850
incising an abscess,9999
topical fluoride (visit 2),300
emergency call out denplan,9999
E,9999
V,9999
periostat-prescription only,1103
caries risk assesment,100
tepe interdental brushes staff price,9999
oral b interspace heads,9999
core build up using fibre post,450
oral b pulsar,9999
gelkam,9999
oral b etb brights blue & pink,9999
pontic [ul2],906
empress pontic prep,9999
tepe staff,9999
oral b refills,9999
oral b indicator staff price,9999
triumph heads,9999
opalescence toothpaste,9999
carbamide peroxide for staff 1 box x 4 s,9999
tooth whitening for staff,9999
prr with glass ionomer. [ur6],405
mouthguards,1107
1 x syringe whitening gel,9999
disclosing table pt packs,9999
empress retainer & pontic fit,926
lost crown,9999
facebow,9999
try in for denture,703
2nd imp (pick up) & bite for denture,701
urgent reimp of luxated perm tooth,9986
veneer nhs,435
bridge try in appt,901
homeopathic sundries,9999
bleaching trays staff price,1115
opalescence toothpaste staff price,9999
D,9999
colgate flosspiks,9999
tooth mousse,9999
duraphat mouthrinse,9999
oral b 8000 dlx,9999
empress pontic fit,9986
colgate flossing tape,9999
vision brushes,9999
oral b 7000,9999
sensitive cemenum,9999
etb 3for2,9999
oral b vitality for staff,9999
oral b 342 offer for staff,9999
maryland bridge preps & imps appt,900
divide root/crown of impacted 3rds (occ),9986
facing per crown [ul6],415
crown lengthening [ul1],208
gold pontic [ur1],904
healthy mouth review (denplan essentials),103
dental implant retained upper and lower acrylic denture,726
fissure sealant restoration,301
tooth whitening zoom!,1113
bridge maryland prep,910
dental implant prep and temp work,801
root canal consent form,9990
ortho fixed metal 1,1032
juvaderm ultra 3 1ml,9999
acrylic - wax try-in,703
perio spec consent non-surgical,9999
cracked tooth,9984
ortho removal retainer (foc),1035
denplan essentials hygiene treatment only.,203
paying review appointment,103
dental implant crown prep,806
"""motivate cleanse and polish offer(1hour treatment followed by a 30minute visit)""",206
bridge recement,913
sports mouthguard (coloured) - fit,1107
veneer composite build up,435
telephone conversation,9999
ortho referral,9999
ortho inman 1,9999
skin clinic consultation,9999
treatment price for 2 arches,9999
crown consent form,9999
restorability assessment,104
denture review,103
implant indirect sinus lift,840
perio spec 9 month review,103
tooth whitening consent form,9999
al multi tooth canal,500
implant temp bridge,924
tooth whitening review,103
botox for 1 area,3034
perio spec 90 minute rsd,229
rct cons with moh,500
rct with moh,500
perio spec surgical treatment,221
implant mini single placement,801
second complex treatment planning,1101
sedation pre op non registered patients,9999
ortho inman 2,9999
stainless steel crowns for children,420
70 ur4 extraction,600
crown cast post,433
al rct single tooth canal,500
botox for 3 areas,3034
edc one off yearly subscription fee,9999
DM IMPS,9999
secondary implant assessment,800
botox for 2 areas,3034
inlay consent form,9999
skin consultation,9999
denture soft reline,716
stent for implants,820
first complex case work up,9999
implant denture,801
implant sinus graft,839
ortho whitening (fee of charge),1113
perio set up 30 minutes,229
ortho fixed metal 2,1032
perio clean down 30 minutes,201
inlay porcelain,409
implant tanner appliance,9999
occlusal splint - deprogrammer,1126
special discount given,9999
endodontic consultation,507
tooth whitening enlighten,1113
primary denture impressions (denplan),700
wisdom tooth assessment,104
local anaesthetic given (denplan),234
ortho fixed clear 1,1032
extraction child,600
root canal referal,9999
internal non vital tooth whitening,1113
crown fibre post,449
dental implant large particulate graft,812
ortho fixed clear 2,1032
examination notes,9990
"""motivate cleanse and polish""",203
ortho clear aligner 2,9999
extraction wisdom tooth,600
perio spec consent surgical procedure,229
strong foundations,9999
al investigation appointment,9999
therapist review,203
ortho clear aligner 1,9999
bridge consent form,9999
partial chrome cobalt palate,726
orthodontic inman aligner 2,1032
denture precision attatchment,9999
periodontal treatment (session),221
moving forward,9999
zoom tooth whitening - in surgery,1113
metal bridge,920
edc gold yearly fee including admin fee,9999
try in stage of implant bridge,801
juvaderm ultra 2 1ml,9999
perio spec further investigations,9999
converted appointment,9999
bridge empress,920
impants,801
implant sedation,9999
dental implant sinus lift,840
periodontal surgery 90,221
edc silver yearly fee including admin fee,9999
deposit for treatment,9999
complimentary october ortho consultation,9999
biopsy,9999
obagi blue peel,9999
implant tanner adjust,9999
dental implant connective tissue graft,9999
juvaderm ultra 3 2ml,9999
implant mini x3,9999
maryland bridge preparation (denplan),910
moh rct,500
gingival free graft,9999
hyg/perio tx plan,9999
review appointment with the treatment co-ordinator,103
skin services,9999
blue peel series of 3,9999
peg,9999
edc bronze yearly fee including admin fee,9999
obagi nu-derm system(includes blue peel),9999
orthodontics,9999
crown inceram,9999
denture cobalt chrome full,9999
"""motivate clease and polish (40 mins)""",9999
healthy mouth review and hygiene combined,100
treatment price for one arch,9999
periodontal regenerative procedure per tooth,9999
emdogain,9999
retainer prices,9999
"""this offer includes a whitening assessment hygienist visit & trays""",9999
INEMP,9999
DEN,9999
enamel microabrasion,9999
perio crown lengthening,9999
existing cariies (point),9976
dental implant ridge split,9999
crown 3/4,9999
partial acrylic denture (denplan),9999
skin review,103
rochette bridge,920
veneer consent form,9999
referral for oral surgery,9999
radiologist report,9999
.EROS,9999
full acrylic upper denture - imp,700
full upper denture - imp,700
1702  tooth:ll6 material:gold crown,419
1717 tooth:ll6 crown porcelain/ceramic - fit,416
adult reregistration,9999
misc appt,9999
saturday hygienist appointment,231
tooth:ul5 retained root,9992
tooth lr6,9986
bridge abutment,9950
amoxicillin 500mg,1102
new patient private emergency,126
examination saturdays/wednesdays,100
child hygiene visit,200
direct access,230
1802 tooth: ur3 bridge - retainer - crown - full prep,415
tooth: lr8,610
1802  toothul2 material:gold pontic,904
rct files,9999
1801  tooth: ur3 material: vmk abutment,9950
1401 ul6 gold filling. surface: mod fillings,399
1804 toothur2 bridge - pontic,906
0409 ll6  filling. surface: o filling - occlusal,399
60 minute hygiene session,206
1801  tooth: ur3 material: gold abutment,9950
inline review,1001
1802  toothur5 material:vmk pontic,906
hygienist 45 mins,205
1401 ll6 porcelain filling. surface: modb fillings,399
extraction child deciduous tooth,600
51 tooth:lr6 material:metallic crown - full,420
extraction child permanant tooth,600
night guard fit,9999
night guard impressions,1128
c fast consultation,9999
home whitening basic,1114
inceram crown,415
procelain bonded bridge,903
braun 7500,9999
maryland pontic,910
c fast single arch,1028
c fast second consultation,9999
heads for braun toothbrush,9999
partial denture (acrylic),707
super interspace toothbrush,9999
new patient consultation (child 5-16),124
fit previously unfitted crown,9999
travel kits,9999
step by step toothbrush 3-5,9999
braun interspace brush heads,9999
path,9999
problem,9999
extirpation,505
10 minute hygienist visit,231
laboratory notes,9999
brite smile enquiry,9999
brite smile follow up 1,9999
childrens hygienist appointment,231
private bleaching,1113
implant stage 1,801
private veneer,435
brite smile follow up 2,9999
root canal treatment notes,500
sonic whitening,1113
medium amalgam filling,400
porcelain bonded crown non precious,418
oral hygiene notes - good,9999
intial examination including small xrays,100
2nd impressions,1128
oral hygiene treatment,231
night guard soft,1106
surgical stent impressions,1128
oral hygiene notes,9999
invisaling follow-up,1005
private bridge per unit,920
implant stage 2,801
botox serum,3034
tooth whitening 9% hp,9999
bupa insurance amalgam restoration,400
ease dentures,725
bupa insurance 20 minute hygienist appointment,202
radiographs (intra-oral),105
recementation porcelain veneer,436
professional mouthguard,1107
routine periodontal screening,201
existing gold restoration part coverage,399
braun replacement interspace heads,9999
assessment to determine if implant is appropriate,800
full gold crown preparation,419
corsodyl mouthrinse,9999
metronidazole 200mg 28 tabs,1102
existing composite crown,415
discount for bridges,9999
totally aesthetic crown,415
placement of osseo-integrated implant,801
viscogel lining,9999
new child examination >6 years old,124
mini implant to retain denture,801
copy denture technique,9999
macleans,9999
erythromycin 250mg 21 tabs,1102
peroxide tooth whitening gel 16%,9999
splint for bruxism,1126
tepe toothbrush,9999
labwork,9999
examination promotion,100
colgate fluorigard mouthrinse,9999
diagnosis required prior to implants,800
existing filling,399
endo exceptional difficulty,9986
bio xtra gentle toothpaste,9999
straumann neodent implant placement,801
enlighten tooth whitening system,9999
oral b superfloss,9999
new locator insert,853
oral b ultra floss,9999
last nhs examination,9999
existing gold bridge,920
issue of prescription and dispensing,1103
treatment of dry socket,609
25% discount,9999
3g amoxycillin prophylaxis,1102
[ll6] 6201 (3nb),9986
zoom2 chairside whitening procedure,1113
8am-8pm w/e & bank hols,9999
earlybird discount,9999
denplan routine check,100
glide flossettes,9999
tepe green,9999
bridge maryland,910
chrome cobalt denture fit,726
endodontic investigation,507
preparation of tooth for crown,414
amoxycillin 500mg (prescription only),9999
free aligner consultation,9999
invisalign vivera retainers (pack of 3) - lower arch,1005
rct molar,500
tooth whiten fit enlighten,9999
clearstep clear aligner orthondontics,1032
rct p.molar,500
ct dent x ray referral,105
oral surgeon assessment,104
free offer exam,100
hygienist broken appointment fee,231
tooth whitening - laser enlighten,1113
re-bonding loose fixed lingual retainer,1009
care plan hygienist appointment,231
root filled,9977
complimentory whitening gel x 1 only at completion of treatment,9999
provisional crown to determine shape,9986
rct incisor,502
perio plastic surgery,221
eeded) (1nd),9999
chrome cobalt denture impressions,700
dental implantology: review appointment,103
exam smiles dental plan,100
90 minute hygienist appointment,231
additional root debridement,9986
simple report,9999
cosmetic contouring per tooth,3034
section & remove crown,9986
orthodontic bitewings x ray non refundable,105
6 months smile- adjustment appointment,1008
temporary/interim bridge,924
invisible aligners,1005
clear aligners 1-3,1005
teeth whitening: home kit,1114
standard whtening gels x 2 included,9999
denplan essential 15,9999
glide tape,9999
splint composite,1126
/dentine (nnd),9999
tooth whiten imp enlighten,1113
crown - fit,427
tooth preparation for inlay-onlay-veneer-crown or bridge,407
implant kit 2 (clarithromicin),9999
denture ease or adjustment,714
try in implant crown,598
